PropertyAddressFull,AreaLotSF
2224 BERMUDA DUNES PL,4800.0
1964 SPYGLASS TRL W,7578.0
2221 BERMUDA DUNES PL,4705.0
1921 SAINT ANDREWS CT,8395.0
1230 S D ST,5051.0
501 WOLFF ST,11020.0
601 PERTH PL,6323.0
2001 SAN BENITO ST,6452.0
2141 BROOK HOLLOW CT,11480.0
2135 BERMUDA DUNES PL,5367.0
1341 DAHLIA ST,6434.0
5168 COLUMBUS PL,1099.0
131 AMAGRO WAY,1099.0
111 AMAGRO WAY,1675.0
3014 KERN ST,6119.0
5217 TERRAMAR WAY,4217.0
154 HUGHES DR,6156.0
2141 S M ST,6052.0
1441 W KAMALA ST,6000.0
1220 ELDER ST,6110.0
5164 COLUMBUS PL,1099.0
3721 MONTE CARLO DR,8056.0
2204 KEMPER LAKES CT,9553.0
1221 DAHLIA ST,6230.0
301 BALSAM ST,4000.0
730 RAFT LN,6000.0
1951 AUGUSTA CT,15899.0
1930 AUGUSTA CT,8513.0
1231 W KAMALA ST,6000.0
732 W 7TH ST,4271.0
2030 PERICLES PL,6065.0
1855 MACARTHUR PL,5350.0
1801 GINA DR,6372.0
1615 GINA DR,6372.0
3504 DUNKIRK DR,5462.0
2197 HUGHES DR,11600.0
1211 W KAMALA ST,6000.0
232 W IRIS ST,7200.0
2207 REINA CIR,3658.0
1250 LOMBARD ST,3636.0
3004 KERN ST,6097.0
311 BALSAM ST,4000.0
2127 BERMUDA DUNES PL,4200.0
2116 BERMUDA DUNES PL,5137.0
2138 BERMUDA DUNES PL,6893.0
1204 S D ST,6061.0
414 WOLFF ST,6848.0
2114 BERMUDA DUNES PL,4458.0
2205 REINA CIR,3582.0
2331 LAUREL VALLEY PL,13579.0
2219 BERMUDA DUNES PL,4587.0
3514 DUNKIRK DR,5462.0
1230 LOMBARD ST,3636.0
5206 COLUMBUS PL,1099.0
2242 BERMUDA DUNES PL,4861.0
5178 COLUMBUS PL,1099.0
1211 DAHLIA ST,6070.0
2139 BERMUDA DUNES PL,5172.0
2415 ALEXANDER ST,5530.0
1351 DAHLIA ST,6434.0
1340 ELDER ST,6434.0
1350 ELDER ST,6434.0
1451 W KAMALA ST,6027.0
1431 W KAMALA ST,6000.0
1421 W KAMALA ST,6000.0
1411 W KAMALA ST,6000.0
2125 HUGHES DR,6438.0
2101 HUGHES DR,6863.0
2133 HUGHES DR,6438.0
2141 HUGHES DR,6438.0
2149 HUGHES DR,6438.0
2165 HUGHES DR,6438.0
2173 HUGHES DR,6438.0
2181 HUGHES DR,6438.0
1201 DAHLIA ST,6637.0
1215 DAHLIA ST,6173.0
1330 HUNTSWOOD WAY,6090.0
1340 HUNTSWOOD WAY,6090.0
3513 MONTE CARLO DR,6720.0
3523 MONTE CARLO DR,6720.0
3533 MONTE CARLO DR,6747.0
3543 MONTE CARLO DR,7072.0
3553 MONTE CARLO DR,7200.0
3414 DUNKIRK DR,5462.0
4108 ENCINO PL,6120.0
4118 ENCINO PL,6120.0
4128 ENCINO PL,6405.0
4044 ENCINO PL,6120.0
4034 ENCINO PL,6120.0
171 AMAGRO WAY,1099.0
3750 DUNKIRK DR,1075.0
3704 DUNKIRK DR,1841.0
3774 DUNKIRK DR,1075.0
2771 WAKE LN,3397.0
2780 VESSEL WAY,2024.0
2760 VESSEL WAY,1943.0
3752 DUNKIRK DR,1075.0
731 PERTH PL,6000.0
3772 DUNKIRK DR,1389.0
3754 DUNKIRK DR,1389.0
1845 MACARTHUR PL,5350.0
3702 DUNKIRK DR,1389.0
3762 DUNKIRK DR,1075.0
5214 COLUMBUS PL,1099.0
5216 COLUMBUS PL,1099.0
600 JANETWOOD DR,9375.0
610 JANETWOOD DR,9375.0
620 JANETWOOD DR,8375.0
630 JANETWOOD DR,8375.0
730 W 7TH ST,2729.0
540 E 5TH ST,18730.0
2247 REINA CIR,3918.0
2770 VESSEL WAY,2024.0
2781 WAKE LN,1964.0
2044 SPYGLASS TRL W,7126.0
2040 SPYGLASS TRL W,7000.0
2038 SPYGLASS TRL W,7053.0
2034 SPYGLASS TRL W,7331.0
2030 SPYGLASS TRL W,7382.0
2028 SPYGLASS TRL W,7217.0
2024 SPYGLASS TRL W,7249.0
1351 W KAMALA ST,6000.0
1221 W KAMALA ST,6000.0
1241 W KAMALA ST,6000.0
1251 W KAMALA ST,6000.0
1605 GINA DR,6327.0
3620 DUNKIRK DR,1389.0
208 HUGHES DR,6156.0
2011 SAN BENITO ST,6000.0
2620 FARRAGUT DR,6164.0
2600 FARRAGUT DR,7343.0
2630 FARRAGUT DR,6164.0
2041 ONEILL PL,8791.0
2035 ONEILL PL,6201.0
2521 GERONIMO DR,6035.0
1911 WESTCHESTER CT,8290.0
1910 AUGUSTA CT,8752.0
1920 AUGUSTA CT,7342.0
1921 WESTCHESTER CT,9435.0
402 N MCKINLEY AVE,4800.0
3100 KERN ST,6119.0
142 ALPINE ST,4000.0
1021 MONET PL,6350.0
3606 DUNKIRK DR,223031.0
3608 DUNKIRK DR,223031.0
3610 DUNKIRK DR,223031.0
3614 DUNKIRK DR,223031.0
611 PERTH PL,6000.0
620 RAFT LN,6323.0
621 PERTH PL,6000.0
640 RAFT LN,6000.0
631 PERTH PL,6000.0
3600 DUNKIRK DR,223031.0
3602 DUNKIRK DR,1389.0
3612 DUNKIRK DR,223031.0
3632 DUNKIRK DR,1389.0
2021 ONEILL PL,6000.0
2025 ONEILL PL,6000.0
2031 ONEILL PL,6065.0
2650 FARRAGUT DR,7343.0
241 BALSAM ST,4000.0
231 BALSAM ST,4000.0
3120 KERN ST,6119.0
150 ALPINE ST,4000.0
1239 S C ST,21772.0
1285 S C ST,7558.0
421 WOLFF ST,7257.0
1263 S D ST,5189.0
1254 S D ST,5051.0
3764 DUNKIRK DR,1075.0
3766 DUNKIRK DR,1389.0
3768 DUNKIRK DR,1841.0
3758 DUNKIRK DR,1841.0
3748 DUNKIRK DR,1389.0
3746 DUNKIRK DR,1841.0
226 N MCKINLEY AVE,4800.0
541 MOUNTAIN VIEW AVE,86237.0
711 MOUNTAIN VIEW AVE,85837.0
3771 NANTUCKET PKWY,7687.0
3781 NANTUCKET PKWY,6701.0
3729 MONTE CARLO DR,19516.0
3725 MONTE CARLO DR,10275.0
3713 MONTE CARLO DR,7224.0
3701 MONTE CARLO DR,7224.0
3641 MONTE CARLO DR,7224.0
3633 MONTE CARLO DR,7224.0
3629 MONTE CARLO DR,7224.0
106 ALPINE ST,4000.0
112 ALPINE ST,4000.0
710 RAFT LN,6000.0
720 RAFT LN,6000.0
740 RAFT LN,6000.0
750 RAFT LN,6387.0
741 PERTH PL,6387.0
711 PERTH PL,6000.0
2020 SPYGLASS TRL W,7477.0
2018 SPYGLASS TRL W,7905.0
2010 SPYGLASS TRL W,9999.0
2661 BELLERIVE CT,8454.0
2651 BELLERIVE CT,6642.0
2641 BELLERIVE CT,7788.0
2631 BELLERIVE CT,7885.0
2600 BELLERIVE CT,14302.0
2620 BELLERIVE CT,15040.0
2630 BELLERIVE CT,8135.0
2640 BELLERIVE CT,8683.0
1960 SPYGLASS TRL W,8285.0
1954 SPYGLASS TRL W,9853.0
1950 SPYGLASS TRL W,9568.0
1944 SPYGLASS TRL W,10263.0
1940 SPYGLASS TRL W,8771.0
1934 SPYGLASS TRL W,7884.0
2218 BERMUDA DUNES PL,4332.0
2216 BERMUDA DUNES PL,5135.0
2122 BERMUDA DUNES PL,4200.0
2112 BERMUDA DUNES PL,4834.0
2106 BERMUDA DUNES PL,5142.0
2103 BERMUDA DUNES PL,5588.0
2111 BERMUDA DUNES PL,4445.0
840 S G ST,11200.0
3128 KERN ST,6119.0
2166 CLOYNE ST,11590.0
159 THOMAS AVE,6080.0
184 HUGHES DR,6156.0
192 HUGHES DR,6156.0
2040 NAPOLEON AVE,6000.0
2000 NAPOLEON AVE,6452.0
1020 LINDSAY PL,6350.0
1030 LINDSAY PL,6350.0
1100 LINDSAY PL,6350.0
1110 LINDSAY PL,6350.0
1130 LINDSAY PL,6350.0
1200 LINDSAY PL,6350.0
1210 LINDSAY PL,6350.0
1220 LINDSAY PL,6350.0
1230 LINDSAY PL,6350.0
1310 LINDSAY PL,6350.0
1321 MONET PL,6683.0
1301 MONET PL,6350.0
1131 MONET PL,6350.0
1121 MONET PL,6350.0
1111 MONET PL,6350.0
1101 MONET PL,6350.0
1031 MONET PL,6350.0
1011 MONET PL,6350.0
2104 MARIPOSA ST,6479.0
1941 AUGUSTA CT,9067.0
1961 AUGUSTA CT,11774.0
1910 WESTCHESTER CT,8572.0
1950 SAINT ANDREWS CT,7897.0
1940 SAINT ANDREWS CT,7719.0
1930 SAINT ANDREWS CT,7551.0
1920 SAINT ANDREWS CT,7481.0
1910 SAINT ANDREWS CT,8648.0
2002 SPYGLASS TRL E,10506.0
2006 SPYGLASS TRL E,7624.0
2012 SPYGLASS TRL E,9190.0
2115 BERMUDA DUNES PL,4200.0
2121 BERMUDA DUNES PL,4800.0
2125 BERMUDA DUNES PL,4800.0
2131 BERMUDA DUNES PL,4546.0
2133 BERMUDA DUNES PL,5307.0
2201 BERMUDA DUNES PL,6179.0
2405 GRAPEVINE DR,6760.0
2413 GRAPEVINE DR,6760.0
602 BLANK PURSUANT CA GC62 PL,6968.0
622 PERTH PL,6000.0
5210 EDGAR ST,1672.0
3612 JOLLY ROGER WAY,1075.0
3614 JOLLY ROGER WAY,1389.0
3628 JOLLY ROGER WAY,1841.0
1714 PATRICIA ST,6476.0
2154 RHONDA ST,6800.0
2150 RHONDA ST,6810.0
1011 SPRUCE ST,6129.0
2417 KENTIA ST,7399.0
1001 SPRUCE ST,6129.0
1021 SPRUCE ST,6129.0
1031 SPRUCE ST,6129.0
931 ELDER ST,6278.0
1946 SNOW AVE,6016.0
1960 SNOW AVE,6016.0
1940 SNOW AVE,6016.0
1912 SNOW AVE,5968.0
1926 SNOW AVE,6016.0
2100 S E ST,6593.0
311 E COLONIA RD,4839.0
1820 VISALIA ST,6200.0
1810 VISALIA ST,6120.0
407 N H ST,7131.0
913 W BEVERLY DR,6000.0
1141 SPRUCE ST,6129.0
1153 SPRUCE ST,6129.0
1121 SPRUCE ST,6129.0
4801 REFSING PL,6217.0
4811 REFSING PL,6000.0
1000 DOUGLAS AVE,7007.0
3053 S B ST,6000.0
1246 S VENTURA RD,6000.0
1262 S VENTURA RD,6000.0
1238 S VENTURA RD,6000.0
1270 S VENTURA RD,6000.0
1230 S VENTURA RD,6000.0
1278 S VENTURA RD,6827.0
3010 OLDS RD,7134.0
3020 OLDS RD,7137.0
3030 OLDS RD,7139.0
3040 OLDS RD,7142.0
3100 OLDS RD,7145.0
3110 OLDS RD,7148.0
3120 OLDS RD,7150.0
3130 OLDS RD,7153.0
3140 OLDS RD,7156.0
3200 OLDS RD,7159.0
1224 W OLIVE ST,6000.0
1214 W OLIVE ST,6000.0
1235 W POPLAR ST,6000.0
1225 W POPLAR ST,6000.0
1215 W POPLAR ST,6000.0
1412 W BEVERLY DR,7200.0
1436 W BEVERLY DR,6240.0
1402 W BEVERLY DR,7200.0
1437 HILL ST,6594.0
1415 HILL ST,6004.0
2931 CIRCLE DR,7921.0
541 LARK ST,8000.0
525 LARK ST,8000.0
506 CORTE JANA,2511.0
502 CORTE JANA,2120.0
514 CORTE JANA,2326.0
386 LAFAYETTE DR,7110.0
945 SARATOGA ST,6724.0
935 SARATOGA ST,6723.0
925 SARATOGA ST,6722.0
915 SARATOGA ST,6722.0
380 LAFAYETTE DR,7114.0
394 LAFAYETTE DR,7173.0
372 LAFAYETTE DR,7118.0
401 PRINCETON AVE,7033.0
364 LAFAYETTE DR,7123.0
2014 NORMA ST,6350.0
2002 NORMA ST,6452.0
2026 NORMA ST,6350.0
520 CORTE JANA,2137.0
1800 PIEDMONT ST,6241.0
1901 ONTARIO ST,6242.0
1900 PIEDMONT ST,6241.0
1915 ONTARIO ST,6242.0
1914 PIEDMONT ST,6241.0
1121 GLENWOOD DR,6862.0
1031 ALMENDRA PL,6400.0
4301 OLDS RD,6093.0
1101 NINA DR,5527.0
3106 NAPLES DR,5695.0
3108 NAPLES DR,5762.0
2316 NORTHSTAR WAY,5063.0
2322 NORTHSTAR WAY,4433.0
2401 REDWING LN,11001.0
3320 NAPLES DR,6160.0
129 N GARFIELD AVE,6700.0
731 W 6TH ST,2802.0
2334 OTTER CREEK LN,5288.0
931 BLANCA PL,6033.0
306 LAFAYETTE DR,7108.0
133 N GARFIELD AVE,6700.0
4501 OLDS RD,6000.0
3300 NAPLES DR,9100.0
1110 BLANCA PL,6000.0
1128 MELITO DR,5527.0
711 HERMOSA WAY,6000.0
1227 MIKA WAY,6774.0
204 REDWOOD ST,6104.0
2100 E PLEASANT VALLEY RD,23554.0
4231 OLDS RD,6479.0
1302 W BEVERLY DR,7191.0
4331 OLDS RD,6087.0
1035 SARATOGA ST,6729.0
2381 REDWING LN,8147.0
701 HERMOSA WAY,7887.0
731 HERMOSA WAY,6000.0
2040 NORMA ST,6350.0
1312 W BEVERLY DR,7200.0
1322 W BEVERLY DR,7200.0
1330 W BEVERLY DR,7200.0
2231 KEPLER DR,6949.0
1049 NINA DR,5527.0
2221 KEPLER DR,6292.0
1354 W OLIVE ST,5979.0
1048 MELITO DR,5527.0
1109 NINA DR,5527.0
1119 NINA DR,5527.0
1129 NINA DR,5527.0
1207 MIKA WAY,6773.0
741 HERMOSA WAY,6025.0
4211 OLDS RD,6608.0
4341 OLDS RD,6085.0
3310 NAPLES DR,6160.0
3330 NAPLES DR,6160.0
4621 OLDS RD,6061.0
2031 KEPLER DR,6267.0
2065 IVES PL,7678.0
751 HERMOSA WAY,7857.0
406 COOPER RD,6700.0
550 S G ST,6750.0
721 HERMOSA WAY,6000.0
744 S A ST,7035.0
2115 CURRAN ST,6650.0
2121 CURRAN ST,6609.0
2060 E PLEASANT VALLEY RD,11908.0
4511 OLDS RD,6071.0
4521 OLDS RD,6069.0
4531 OLDS RD,6067.0
4601 OLDS RD,6065.0
4611 OLDS RD,6063.0
4631 OLDS RD,6431.0
300 REDWOOD ST,6125.0
310 REDWOOD ST,6125.0
320 REDWOOD ST,6125.0
1300 W OLIVE ST,6000.0
2045 IVES PL,7102.0
2051 IVES PL,6479.0
2061 IVES PL,10673.0
2030 NORMA ST,6429.0
2044 NORMA ST,6350.0
2050 NORMA ST,6350.0
2054 NORMA ST,6350.0
2020 NORMA ST,6350.0
1131 ALMENDRA PL,6400.0
1201 ALMENDRA PL,6400.0
1211 ALMENDRA PL,6500.0
1108 MELITO DR,5527.0
1118 MELITO DR,5527.0
164 LUPITA ST,6000.0
154 LUPITA ST,6000.0
1030 JUNEBERRY PL,6000.0
1182 S VENTURA RD,6000.0
1174 S VENTURA RD,6000.0
1166 S VENTURA RD,6000.0
1158 S VENTURA RD,6000.0
5326 SANDPIPER WAY,4072.0
5311 SEABREEZE WAY,4073.0
5335 SEABREEZE WAY,4073.0
851 HARBOR BLVD,4000.0
5312 SANDPIPER WAY,4072.0
5346 SANDPIPER WAY,4072.0
5302 SANDPIPER WAY,4072.0
5352 SANDPIPER WAY,4072.0
5356 SANDPIPER WAY,4072.0
5331 SEABREEZE WAY,4073.0
5225 SEABREEZE WAY,4072.0
5112 SANDPIPER WAY,4072.0
5126 SANDPIPER WAY,4072.0
5116 SANDPIPER WAY,4072.0
5142 SANDPIPER WAY,4072.0
5214 SANDPIPER WAY,4072.0
5221 SEABREEZE WAY,4072.0
5226 SANDPIPER WAY,4072.0
3251 CIRCLE DR,6030.0
134 N HARRISON AVE,4160.0
3621 W HEMLOCK ST,2550.0
3100 S C ST,6000.0
2035 IRONBARK DR,6049.0
2055 IRONBARK DR,6049.0
2064 RHONDA ST,6510.0
534 S E ST,7000.0
560 S E ST,7000.0
1166 MIKA WAY,5528.0
414 W HEMLOCK ST,6160.0
1800 SARATOGA ST,6236.0
4700 REEDER AVE,6952.0
251 ASHTON ST,6018.0
214 E DOLLIE ST,6068.0
2074 RHONDA ST,6510.0
2041 PATRICIA ST,6510.0
1035 DOUGLAS AVE,6834.0
1001 DOUGLAS AVE,7002.0
1914 SARATOGA ST,6236.0
2024 JASMINE ST,6120.0
523 N GARFIELD AVE,4856.0
2020 RHONDA ST,6510.0
2031 PATRICIA ST,6510.0
442 W HEMLOCK ST,6160.0
1206 MIKA WAY,5528.0
1216 MIKA WAY,5528.0
283 ASHTON ST,5970.0
3215 CIRCLE DR,6030.0
1119 DOUGLAS AVE,6181.0
1100 NIGHTINGALE PL,12132.0
1205 SPRUCE ST,6067.0
1005 LIADA WAY,6607.0
1176 MIKA WAY,5528.0
921 DOUGLAS AVE,7013.0
160 N HARRISON AVE,4160.0
215 E 1ST ST,2080.0
503 N GARFIELD AVE,4856.0
268 E DOLLIE ST,6083.0
1960 KEPLER DR,7579.0
3565 W HEMLOCK ST,2250.0
205 LUPITA ST,6925.0
205 N K ST,6692.0
4940 S G ST,6536.0
1711 RIALTO ST,6316.0
1720 SARATOGA ST,6236.0
1701 RIALTO ST,6000.0
1844 FISHER DR,2550.0
1850 FISHER DR,2250.0
1810 FISHER DR,2550.0
1804 FISHER DR,2550.0
3565 ISLE WAY,2550.0
1930 FISHER DR,3067.0
3560 ISLE WAY,2250.0
3561 W HEMLOCK ST,2550.0
542 S E ST,7000.0
468 N HAYES AVE,4840.0
476 N HAYES AVE,4840.0
464 N HAYES AVE,4840.0
502 N HAYES AVE,4840.0
508 N HAYES AVE,4840.0
2010 JASMINE ST,6120.0
2021 IRONBARK DR,6049.0
2011 IRONBARK DR,6049.0
2025 IRONBARK DR,6049.0
2031 IRONBARK DR,6049.0
3148 S C ST,5979.0
1824 FISHER CT,2250.0
1834 FISHER CT,2720.0
3555 ISLE WAY,2550.0
3551 ISLE WAY,2550.0
3561 ISLE WAY,2550.0
1752 FISHER CT,2550.0
4910 REEDER AVE,6000.0
4900 REEDER AVE,6000.0
346 W RODERICK AVE,7800.0
338 W RODERICK AVE,19500.0
1020 ALMENDRA PL,6000.0
2117 CLOYNE ST,7637.0
2109 CLOYNE ST,7633.0
1120 NIGHTINGALE PL,10988.0
1110 NIGHTINGALE PL,10621.0
1030 ALMENDRA PL,6000.0
549 N GARFIELD AVE,4856.0
2073 PATRICIA ST,6510.0
1955 PATRICIA ST,6777.0
1230 ALMENDRA PL,7366.0
1115 CALIENTE WAY,6050.0
1100 ALMENDRA PL,6000.0
1724 FISHER CT,2720.0
2125 IRONBARK DR,6046.0
2121 IRONBARK DR,6047.0
2065 IRONBARK DR,6049.0
479 N GARFIELD AVE,4856.0
473 N GARFIELD AVE,4856.0
1263 S N ST,6000.0
225 SPRUCE ST,6125.0
2311 MINT WAY,5343.0
3440 PIER WALK,6001.0
701 W BRUCKER RD,6240.0
3560 PIER WALK,6001.0
921 PILOT WAY,6326.0
911 PILOT WAY,6558.0
3411 PIER WALK,6128.0
3410 PIER WALK,10206.0
3431 PIER WALK,6364.0
3521 REGATTA PL,6001.0
540 ERICA PL,6000.0
3501 REGATTA PL,6001.0
901 FUCHSIA ST,6292.0
205 SPRUCE ST,6104.0
215 SPRUCE ST,6125.0
233 SPRUCE ST,6125.0
1040 NINA DR,5640.0
3441 PIER WALK,6001.0
1412 PALM DR,6767.0
2014 SIERRA PL,8724.0
5107 WHITECAP ST,4100.0
2200 LANTANA ST,6110.0
363 VANDERBILT DR,7023.0
369 VANDERBILT DR,7023.0
357 VANDERBILT DR,7023.0
377 VANDERBILT DR,7023.0
347 VANDERBILT DR,7023.0
385 VANDERBILT DR,7023.0
341 VANDERBILT DR,7023.0
602 S G ST,7000.0
1316 OSTRICH HILL RD,4525.0
1312 OSTRICH HILL RD,4445.0
335 VANDERBILT DR,7023.0
319 VANDERBILT DR,7023.0
326 OCCIDENTAL DR,7208.0
2303 MINT WAY,4492.0
2305 MINT WAY,4274.0
3544 PIER WALK,6001.0
3461 REGATTA PL,6001.0
3511 REGATTA PL,6001.0
3624 PIER WALK,6540.0
327 VANDERBILT DR,7023.0
313 VANDERBILT DR,7023.0
614 W IRIS ST,7127.0
2011 S E ST,7700.0
506 COOPER RD,11430.0
1001 DEVONSHIRE DR,6874.0
1344 PALM DR,6766.0
1336 PALM DR,6766.0
1328 PALM DR,6765.0
1320 PALM DR,6765.0
1312 PALM DR,6765.0
1302 PALM DR,7152.0
3035 EDEN ST,6360.0
3025 EDEN ST,6360.0
3015 EDEN ST,6360.0
3005 EDEN ST,6912.0
700 W BARD RD,6277.0
640 W BARD RD,6286.0
2304 OTTER CREEK LN,4120.0
304 OCCIDENTAL DR,7978.0
310 OCCIDENTAL DR,7208.0
318 OCCIDENTAL DR,7208.0
112 VILLANOVA AVE,8785.0
530 ERICA PL,6000.0
551 DELPHINIUM PL,7100.0
541 DELPHINIUM PL,7100.0
3510 OARFISH LN,6192.0
3421 REGATTA PL,6001.0
3451 REGATTA PL,6001.0
3530 PIER WALK,6001.0
3510 PIER WALK,6001.0
3500 PIER WALK,6001.0
3450 PIER WALK,6001.0
3420 PIER WALK,6016.0
1241 DEVONSHIRE DR,8474.0
1031 DEVONSHIRE DR,6883.0
1021 DEVONSHIRE DR,6869.0
1011 DEVONSHIRE DR,6872.0
3644 PIER WALK,6000.0
3610 PIER WALK,6315.0
3541 REGATTA PL,6001.0
3551 REGATTA PL,6001.0
3621 REGATTA PL,7166.0
3631 REGATTA PL,6890.0
3605 REGATTA PL,7995.0
3611 REGATTA PL,6359.0
3640 PIER WALK,6649.0
733 S OXNARD BLVD,6000.0
749 S OXNARD BLVD,3000.0
761 S OXNARD BLVD,3000.0
2220 LANTANA ST,6455.0
2216 LANTANA ST,6106.0
2208 LANTANA ST,6108.0
733 S OXNARD BLVD,3000.0
321 SPRUCE ST,6125.0
311 SPRUCE ST,6125.0
1701 S VENTURA RD,6759.0
147 S MARQUITA ST,6000.0
1241 W ROBERT AVE,8890.0
502 N ROOSEVELT AVE,4800.0
514 N ROOSEVELT AVE,4800.0
522 N ROOSEVELT AVE,4800.0
528 N ROOSEVELT AVE,4800.0
534 N ROOSEVELT AVE,4800.0
540 N ROOSEVELT AVE,4800.0
476 N ROOSEVELT AVE,4800.0
1010 W POPLAR ST,6110.0
1020 W POPLAR ST,6110.0
1000 W POPLAR ST,6110.0
1030 W POPLAR ST,6110.0
1040 W POPLAR ST,6110.0
335 W ROBERT AVE,6269.0
345 W ROBERT AVE,6270.0
961 REDWOOD ST,6110.0
941 REDWOOD ST,6110.0
1021 OTANO WAY,5700.0
1001 OTANO WAY,6774.0
1171 OTANO WAY,5700.0
1181 OTANO WAY,5700.0
924 DEVONSHIRE DR,7200.0
904 DEVONSHIRE DR,8202.0
1000 DEVONSHIRE DR,7200.0
123 N GRANT AVE,4800.0
4320 REEDER AVE,6000.0
4330 REEDER AVE,6000.0
4340 REEDER AVE,6000.0
563 SOUTHAMPTON PL,1389.0
600 E 5TH ST,22400.0
3740 JOLLY ROGER WAY,1075.0
3741 DUNKIRK DR,1075.0
3744 JOLLY ROGER WAY,1841.0
3747 DUNKIRK DR,1841.0
3750 JOLLY ROGER WAY,1389.0
3751 DUNKIRK DR,1075.0
3757 DUNKIRK DR,1841.0
3759 DUNKIRK DR,1075.0
2772 WAKE LN,2024.0
2792 WAKE LN,3397.0
2802 WAKE LN,3397.0
2812 WAKE LN,3397.0
1352 DOMINICA DR,2024.0
2450 TULARE PL,6400.0
2430 TULARE PL,6400.0
2420 TULARE PL,6400.0
3043 S K ST,6119.0
3051 S K ST,6119.0
1351 ELDER ST,6434.0
1361 ELDER ST,6479.0
227 N BONITA AVE,4827.0
2134 MARIPOSA ST,6479.0
2162 RIBERA DR,5388.0
3741 BOSTON DR,6360.0
2202 EASTRIDGE CT,9127.0
2204 EASTRIDGE CT,9544.0
1312 W JUNIPER ST,6087.0
1320 W JUNIPER ST,6086.0
1330 W JUNIPER ST,6085.0
327 N BONITA AVE,4840.0
642 ENSIGN PL,6000.0
1928 SAN BENITO ST,11117.0
1122 PATTERSON RD,20628.0
4000 ANCHORAGE ST,6120.0
2124 COLD STREAM CT,13437.0
2130 BEVRA AVE,8407.0
2261 WINGED FOOT CT,6888.0
1241 DOMINICA DR,1943.0
1861 LINCOLN CT,6000.0
2102 RIBERA DR,4293.0
2281 SOUTHERN HILL DR,7566.0
183 LARK ST,6000.0
1330 FUCHSIA ST,6434.0
1340 FUCHSIA ST,6434.0
3731 BOSTON DR,6360.0
3721 BOSTON DR,6360.0
3711 BOSTON DR,6360.0
3701 BOSTON DR,6404.0
3730 ANCHORAGE ST,6360.0
1920 NAPOLEON AVE,6638.0
4615 TERRACE AVE,8107.0
4625 TERRACE AVE,8122.0
4635 TERRACE AVE,8138.0
4645 TERRACE AVE,8153.0
4531 TERRACE AVE,8075.0
5015 SHORELINE WAY,6235.0
5020 TERRAMAR WAY,4180.0
5120 W WOOLEY RD APT 2,1742.0
5134 TERRAMAR WAY,4060.0
5135 CORBINA WAY,4015.0
5202 MOONSTONE WAY,4000.0
5204 MOONSTONE WAY,4000.0
4818 ISLAND VIEW ST,4080.0
4830 AMALFI WAY,4154.0
4830 OCEANAIRE ST,4000.0
4836 AMALFI WAY,4268.0
4840 OCEANAIRE ST,4000.0
4850 OCEANAIRE ST,4000.0
4903 ISLAND VIEW ST,4174.0
4915 SHORELINE WAY,4776.0
4951 CORAL WAY,4150.0
5025 MARLIN WAY,4000.0
5026 ISLAND VIEW ST,4000.0
5032 W WOOLEY RD,2178.0
5035 NAUTILUS ST UNIT C,435.0
5036 AMALFI WAY,6591.0
5061 MARLIN WAY,4000.0
5106 SEALANE WAY,4100.0
5240 W WOOLEY RD,2470.0
4806 ISLAND VIEW ST,4079.0
4821 SHORELINE WAY,4103.0
4823 ISLAND VIEW ST,4174.0
4828 ISLAND VIEW ST,4080.0
4851 SHORELINE WAY,4303.0
1421 MANDALAY BEACH RD,4000.0
1110 MANDALAY BEACH RD,2037.0
4906 ISLAND VIEW ST,4080.0
4906 MARLIN WAY,4132.0
4911 SHORELINE WAY,4618.0
4918 MARLIN WAY,4132.0
4924 DOLPHIN WAY,4081.0
4930 OCEANAIRE ST,4000.0
4936 DOLPHIN WAY,4081.0
4960 DOLPHIN WAY,4008.0
4961 MARLIN WAY,4069.0
5018 MARLIN WAY,4000.0
5020 AMALFI WAY,5959.0
5040 W WOOLEY RD,4225.0
5043 ISLAND VIEW ST,4000.0
5112 SEALANE WAY,4100.0
5114 TERRAMAR WAY,4060.0
5130 W WOOLEY RD APT 3,1742.0
5131 TERRAMAR WAY,4000.0
4829 ISLAND VIEW ST,4174.0
4930 MARLIN WAY,4132.0
5059 NAUTILUS ST APT 6,893.0
5106 TERRAMAR WAY,4060.0
5160 W WOOLEY RD,3900.0
5161 SEALANE WAY,4600.0
5180 W WOOLEY RD,3900.0
1200 MANDALAY BEACH RD,6000.0
5238 MOONSTONE WAY,5400.0
5035 NAUTILUS ST UNIT E,435.0
4810 OCEANAIRE ST,4000.0
5047 CORBINA WAY,4000.0
5041 CORBINA WAY,4000.0
5031 CORBINA WAY,4000.0
5054 MARLIN WAY,4000.0
5107 CORBINA WAY,3920.0
5035 NAUTILUS ST UNIT D,435.0
5035 NAUTILUS ST UNIT B,435.0
5059 NAUTILUS ST APT 5,880.0
5035 NAUTILUS ST UNIT A,871.0
4919 MARLIN WAY,4314.0
4901 MARLIN WAY,4000.0
4925 MARLIN WAY,4314.0
4912 DOLPHIN WAY,4081.0
4820 AMALFI WAY,4061.0
4824 AMALFI WAY,3920.0
4802 AMALFI WAY,3956.0
4811 SHORELINE WAY,4103.0
4814 ISLAND VIEW ST,4080.0
5218 MOONSTONE WAY,4079.0
5212 MOONSTONE WAY,4000.0
5159 TERRAMAR WAY,5100.0
5155 TERRAMAR WAY,4300.0
5151 TERRAMAR WAY,4538.0
